Ticker	Name	Member	Action	Value	Date.of.Transaction	Est.Date.of.Report	After.One.Day	One.Week	One.Month	Two.Months	Six.Months
106	KGC	Kinross Gold Corporation	Rogers, Hal (R-Ky)	Sold	$1,000 to $15,000	2013-04-11	2013-04-18	2013-04-19	2013-04-25	2013-05-20	2013-06-17	2013-10-15
107	KGC	Kinross Gold Corporation	Rogers, Hal (R-Ky)	Purchased	$1,000 to $15,000	2012-09-20	2012-09-27	2012-09-28	2012-10-04	2012-10-29	2012-11-26	2013-03-26
108	KO	Coca-Cola Company (The)	Rogers, Hal (R-Ky)	Sold	$1,000 to $15,000	2013-05-15	2013-05-22	2013-05-23	2013-05-29	2013-06-21	2013-07-22	2013-11-18
109	KO	Coca-Cola Company (The)	Rogers, Hal (R-Ky)	Sold	$1,000 to $15,000	2013-09-24	2013-10-01	2013-10-02	2013-10-08	2013-10-31	2013-12-02	2014-03-31
110	LNC	Lincoln National Corporation	Rogers, Hal (R-Ky)	Purchased	$0 to $0	2014-05-21	2014-05-28	2014-05-29	2014-06-04	2014-06-27	2014-07-28	2014-11-24
111	MCK	McKesson Corporation	Rogers, Hal (R-Ky)	Sold	$1,000 to $15,000	2014-06-04	2014-06-11	2014-06-12	2014-06-18	2014-07-11	2014-08-11	2014-12-08
112	MJN	Mead Johnson Nutrition Company	Rogers, Hal (R-Ky)	Sold	$1,000 to $15,000	2012-12-27	2013-01-03	2013-01-04	2013-01-10	2013-02-04	2013-03-04	2013-07-02
113	MON	Monsanto Company	Rogers, Hal (R-Ky)	Sold	$1,000 to $15,000	2014-09-05	2014-09-12	2014-09-15	2014-09-19	2014-10-13	2014-11-11	2015-03-11
114	MPC	Marathon Petroleum Corporation	Rogers, Hal (R-Ky)	Sold	$1,000 to $15,000	2012-11-21	2012-11-28	2012-11-29	2012-12-05	2012-12-28	2013-01-28	2013-05-27
115	MPC	Marathon Petroleum Corporation	Rogers, Hal (R-Ky)	Sold	$1,000 to $15,000	2013-03-25	2013-04-01	2013-04-02	2013-04-08	2013-05-01	2013-05-31	2013-09-30
116	MRK	Merck & Company, Inc.	Rogers, Hal (R-Ky)	Purchased	$1,000 to $15,000	2012-12-17	2012-12-24	2012-12-25	2012-12-31	2013-01-23	2013-02-22	2013-06-24
117	MRK	Merck & Company, Inc.	Rogers, Hal (R-Ky)	Purchased	$1,000 to $15,000	2013-03-25	2013-04-01	2013-04-02	2013-04-08	2013-05-01	2013-05-31	2013-09-30
118	NBL	Noble Energy Inc.	Rogers, Hal (R-Ky)	Purchased	$1,000 to $15,000	2013-05-31	2013-06-07	2013-06-10	2013-06-14	2013-07-08	2013-08-06	2013-12-04
119	NFG	National Fuel Gas Company	Rogers, Hal (R-Ky)	Purchased	$1,000 to $15,000	2012-12-19	2012-12-26	2012-12-27	2013-01-02	2013-01-25	2013-02-25	2013-06-24
120	NJ	Nidec Corporation (Nihon Densan Kabushiki Kaisha)	Rogers, Hal (R-Ky)	Purchased	$1,000 to $15,000	2014-02-04	2014-02-11	2014-02-12	2014-02-18	2014-03-13	2014-04-14	2014-08-11
121	NLY	Annaly Capital Management Inc	Rogers, Hal (R-Ky)	Sold	$1,000 to $15,000	2013-12-13	2013-12-20	2013-12-23	2013-12-27	2014-01-20	2014-02-18	2014-06-18
122	NOV	National Oilwell Varco, Inc.	Rogers, Hal (R-Ky)	Sold	$1,000 to $15,000	2013-05-23	2013-05-30	2013-05-31	2013-06-06	2013-07-01	2013-07-29	2013-11-26
