Ticker	Name	Member	Action	Value	Date.of.Transaction	Est.Date.of.Report	After.One.Day	One.Week	One.Month	Two.Months	Six.Months
109	MUR	Murphy Oil Corporation	Rahall, Nick (D-WVa)	Sold	$1,000 to $15,000	2012-10-06	2012-10-15	2012-10-15	2012-10-22	2012-11-12	2012-12-12	2013-04-11
110	OMC	Omnicom Group Inc.	Rahall, Nick (D-WVa)	Purchased	$1,000 to $15,000	2012-10-26	2012-11-02	2012-11-05	2012-11-09	2012-12-03	2013-01-01	2013-05-01
111	OMC	Omnicom Group Inc.	Rahall, Nick (D-WVa)	Sold	$1,000 to $15,000	2012-08-09	2012-08-16	2012-08-17	2012-08-23	2012-09-17	2012-10-15	2013-02-12
112	OMC	Omnicom Group Inc.	Rahall, Nick (D-WVa)	Sold	$1,000 to $15,000	2013-02-13	2013-02-20	2013-02-21	2013-02-27	2013-03-22	2013-04-22	2013-08-19
113	OMC	Omnicom Group Inc.	Rahall, Nick (D-WVa)	Sold	$1,000 to $15,000	2013-10-18	2013-10-25	2013-10-28	2013-11-01	2013-11-25	2013-12-24	2014-04-23
114	OMC	Omnicom Group Inc.	Rahall, Nick (D-WVa)	Sold	$1,000 to $15,000	2012-11-30	2012-12-07	2012-12-10	2012-12-14	2013-01-07	2013-02-05	2013-06-05
115	OMC	Omnicom Group Inc.	Rahall, Nick (D-WVa)	Purchased	$1,000 to $15,000	2013-03-15	2013-03-22	2013-03-25	2013-03-29	2013-04-22	2013-05-21	2013-09-18
116	OMC	Omnicom Group Inc.	Rahall, Nick (D-WVa)	Sold	$1,000 to $15,000	2013-05-03	2013-05-10	2013-05-13	2013-05-17	2013-06-10	2013-07-09	2013-11-06
117	OMC	Omnicom Group Inc.	Rahall, Nick (D-WVa)	Purchased	$1,000 to $15,000	2013-10-09	2013-10-16	2013-10-17	2013-10-23	2013-11-15	2013-12-16	2014-04-14
118	OMC	Omnicom Group Inc.	Rahall, Nick (D-WVa)	Purchased	$1,000 to $15,000	2013-02-05	2013-02-12	2013-02-13	2013-02-19	2013-03-14	2013-04-15	2013-08-12
119	OMC	Omnicom Group Inc.	Rahall, Nick (D-WVa)	Sold	$1,000 to $15,000	2013-09-10	2013-09-17	2013-09-18	2013-09-24	2013-10-17	2013-11-18	2014-03-17
120	PG	Procter & Gamble Company (The)	Rahall, Nick (D-WVa)	Sold	$1,000 to $15,000	2013-10-23	2013-10-30	2013-10-31	2013-11-06	2013-11-29	2013-12-30	2014-04-28
121	PG	Procter & Gamble Company (The)	Rahall, Nick (D-WVa)	Sold	$1,000 to $15,000	2012-09-10	2012-09-17	2012-09-18	2012-09-24	2012-10-17	2012-11-16	2013-03-18
122	PG	Procter & Gamble Company (The)	Rahall, Nick (D-WVa)	Purchased	$1,000 to $15,000	2013-09-30	2013-10-07	2013-10-08	2013-10-14	2013-11-06	2013-12-06	2014-04-07
123	PSXP	Phillips 66 Partners LP	Rahall, Nick (D-WVa)	Purchased	$1,000 to $15,000	2013-07-10	2013-07-17	2013-07-18	2013-07-24	2013-08-16	2013-09-16	2014-01-13
124	PSXP	Phillips 66 Partners LP	Rahall, Nick (D-WVa)	Sold	$1,000 to $15,000	2013-07-24	2013-07-31	2013-08-01	2013-08-07	2013-08-30	2013-09-30	2014-01-27
125	R	Ryder System, Inc.	Rahall, Nick (D-WVa)	Purchased	$1,000 to $15,000	2013-02-05	2013-02-12	2013-02-13	2013-02-19	2013-03-14	2013-04-15	2013-08-12
126	R	Ryder System, Inc.	Rahall, Nick (D-WVa)	Sold	$1,000 to $15,000	2012-08-02	2012-08-09	2012-08-10	2012-08-16	2012-09-10	2012-10-08	2013-02-05
127	R	Ryder System, Inc.	Rahall, Nick (D-WVa)	Sold	$1,000 to $15,000	2013-03-11	2013-03-18	2013-03-19	2013-03-25	2013-04-17	2013-05-17	2013-09-16
128	R	Ryder System, Inc.	Rahall, Nick (D-WVa)	Sold	$1,000 to $15,000	2012-10-16	2012-10-23	2012-10-24	2012-10-30	2012-11-22	2012-12-24	2013-04-22
129	R	Ryder System, Inc.	Rahall, Nick (D-WVa)	Purchased	$1,000 to $15,000	2013-02-11	2013-02-18	2013-02-19	2013-02-25	2013-03-20	2013-04-19	2013-08-19
130	RAI	Reynolds American Inc	Rahall, Nick (D-WVa)	Sold	$1,000 to $15,000	2012-11-23	2012-11-30	2012-12-03	2012-12-07	2012-12-31	2013-01-29	2013-05-29
131	RAI	Reynolds American Inc	Rahall, Nick (D-WVa)	Purchased	$1,000 to $15,000	2012-10-23	2012-10-30	2012-10-31	2012-11-06	2012-11-29	2012-12-31	2013-04-29
132	RGS	Regis Corporation	Rahall, Nick (D-WVa)	Sold	$1,000 to $15,000	2012-12-06	2012-12-13	2012-12-14	2012-12-20	2013-01-14	2013-02-11	2013-06-11
133	RGS	Regis Corporation	Rahall, Nick (D-WVa)	Sold	$1,000 to $15,000	2012-12-04	2012-12-11	2012-12-12	2012-12-18	2013-01-10	2013-02-11	2013-06-10
134	SXT	Sensient Technologies Corporation	Rahall, Nick (D-WVa)	Sold	$1,000 to $15,000	2012-12-12	2012-12-19	2012-12-20	2012-12-26	2013-01-18	2013-02-18	2013-06-17
135	SXT	Sensient Technologies Corporation	Rahall, Nick (D-WVa)	Sold	$1,000 to $15,000	2012-12-26	2013-01-02	2013-01-03	2013-01-09	2013-02-01	2013-03-04	2013-07-01
136	SXT	Sensient Technologies Corporation	Rahall, Nick (D-WVa)	Purchased	$1,000 to $15,000	2012-07-31	2012-08-07	2012-08-08	2012-08-14	2012-09-06	2012-10-08	2013-02-04
137	UHS	Universal Health Services, Inc.	Rahall, Nick (D-WVa)	Sold	$1,000 to $15,000	2012-09-14	2012-09-21	2012-09-24	2012-09-28	2012-10-22	2012-11-20	2013-03-20
138	UHS	Universal Health Services, Inc.	Rahall, Nick (D-WVa)	Sold	$1,000 to $15,000	2012-11-21	2012-11-28	2012-11-29	2012-12-05	2012-12-28	2013-01-28	2013-05-27
139	UHS	Universal Health Services, Inc.	Rahall, Nick (D-WVa)	Purchased	$1,000 to $15,000	2012-10-26	2012-11-02	2012-11-05	2012-11-09	2012-12-03	2013-01-01	2013-05-01
140	UHS	Universal Health Services, Inc.	Rahall, Nick (D-WVa)	Purchased	$1,000 to $15,000	2012-11-15	2012-11-22	2012-11-23	2012-11-29	2012-12-24	2013-01-21	2013-05-21
