Year	Party	State	Member	Ticker	Action	Value	Date.of.Report	After.One.Day	One.Week	One.Month	Two.Months	Six.Months
71	2012	R	Ga	Price, Tom	MAS	Sold	8000	2012-11-12	0.07465	0.09668	0.03777	0.09619	0.26498
72	2012	R	Ga	Price, Tom	MMC	Purchased	8000	2012-11-12	0.01369	0.02737	0.03044	0.0548	0.02618
73	2012	R	Ga	Price, Tom	MO	Sold	8000	2012-11-12	0.05102	0.04861	-0.00319	-0.00173	0.01412
74	2012	R	Ga	Price, Tom	MON	Sold	32500	2012-11-12	0.03721	0.04596	0.02615	0.11579	0.05591
75	2012	R	Ga	Price, Tom	MON	Sold	8000	2012-11-12	-0.00811	-0.02581	-0.09054	-0.09757	-0.13896
76	2012	R	Ga	Price, Tom	MON	Purchased	8000	2012-11-12	NA	0.04325	0.08903	0.03952	0.02322
77	2012	R	Ga	Price, Tom	MRK	Sold	32500	2012-11-12	-0.01568	-0.01522	-0.04337	-0.10018	-0.17201
78	2012	R	Ga	Price, Tom	NBR	Sold	8000	2012-11-12	NA	0.05184	0.13474	0.12254	0.01362
79	2012	R	Ga	Price, Tom	NUE	Sold	8000	2012-11-12	NA	0.01722	0.07904	-0.0022	-0.0816
80	2012	R	Ga	Price, Tom	OII	Purchased	8000	2012-11-12	0.03266	0.02018	0.01108	0.08797	0.12542
81	2012	R	Ga	Price, Tom	PG	Sold	8000	2012-11-12	0.01288	0.01636	-0.01115	-0.03508	-0.02165
82	2012	R	Ga	Price, Tom	PII	Purchased	8000	2012-11-12	-0.00071	0.00355	0.09721	0.10004	0.44126
83	2012	R	Ga	Price, Tom	PM	Sold	32500	2012-11-12	0.03148	0.03816	-0.04876	-0.02576	-0.08909
84	2012	R	Ga	Price, Tom	PNC	Purchased	8000	2012-11-12	NA	0.0069	0.02313	0.02654	0.12792
85	2012	R	Ga	Price, Tom	PNC	Sold	8000	2012-11-12	-0.00574	0.00025	0.02055	0.09511	-0.02576
86	2012	R	Ga	Price, Tom	RHI	Purchased	8000	2012-11-12	0.00131	0.02549	0.02192	-0.02815	0.07683
