Year	Party	State	Member	Ticker	Action	Value	Date.of.Report	After.One.Day	One.Week	One.Month	Two.Months	Six.Months
82	2014	R	Ga	Scott, Austin	MSFT	Sold	32500	2014-06-17	0.04161	0.03634	0.01983	0.06874	0.10787
83	2014	R	Ga	Scott, Austin	MSFT	Purchased	8000	2014-06-17	0.00345	0.02726	0.03214	0.08455	0.13016
84	2014	R	Ga	Scott, Austin	PLUG	Sold	8000	2014-06-17	-0.14557	-0.21452	-0.25423	-0.28665	2.7817
85	2014	R	Ga	Scott, Austin	PLUG	Sold	8000	2014-06-17	0.25963	0.40722	0.49439	0.4594	8.33288
86	2014	R	Ga	Scott, Austin	PLUG	Sold	32500	2014-06-17	-0.22604	-0.27349	-0.17216	0.41376	-0.14858
87	2014	R	Ga	Scott, Austin	PLUG	Purchased	32500	2014-06-17	0.03379	0.25408	0.03149	0.20324	1.04176
88	2014	R	Ga	Scott, Austin	PLUG	Purchased	8000	2014-06-17	0.03379	0.25408	0.03149	0.20324	1.04176
89	2014	R	Ga	Scott, Austin	PLUG	Sold	8000	2014-06-17	-0.01108	0.1123	0.83745	0.50671	1.11634
90	2014	R	Ga	Scott, Austin	PLUG	Sold	32500	2014-06-17	0.56861	0.42218	1.84147	1.78575	2.30743
91	2014	R	Ga	Scott, Austin	PLUG	Sold	8000	2014-06-17	0.13687	0.5742	0.43031	0.14493	11.00152
92	2014	R	Ga	Scott, Austin	PLUG	Purchased	8000	2014-06-17	-0.0802	-0.1265	-0.13793	-0.11397	3.01399
93	2014	R	Ga	Scott, Austin	PLUG	Purchased	8000	2014-06-17	0.53318	0.38754	1.33638	1.33398	2.43331
94	2014	R	Ga	Scott, Austin	PLUG	Sold	8000	2014-06-17	-0.00192	0.03897	0.24611	0.47466	7.87292
95	2014	R	Ga	Scott, Austin	PLUG	Sold	8000	2014-06-17	0.03282	-0.01468	0.28471	0.86023	6.55573
96	2014	R	Ga	Scott, Austin	PLUG	Purchased	8000	2014-06-17	-0.02374	-0.02056	0.99842	1.42267	2.73404
97	2014	R	Ga	Scott, Austin	PLUG	Purchased	8000	2014-06-17	0.05502	-0.11175	-0.13098	0.04982	3.18942
98	2014	R	Ga	Scott, Austin	PLUG	Purchased	8000	2014-06-17	0.36824	0.33833	0.30279	0.36609	1.25663
99	2014	R	Ga	Scott, Austin	PLUG	Purchased	8000	2014-06-17	-0.11678	-0.16501	0.21575	1.40383	2.44805
100	2014	R	Ga	Scott, Austin	PLUG	Purchased	8000	2014-06-17	-0.01944	-0.09879	0.33909	1.55672	2.36885
101	2014	R	Ga	Scott, Austin	PLUG	Sold	8000	2014-06-17	-0.12017	-0.15356	-0.27962	-0.2925	2.71467
102	2014	R	Ga	Scott, Austin	PLUG	Sold	32500	2014-06-17	-0.26365	-0.16874	-0.32548	0.89254	1.64152
103	2014	R	Ga	Scott, Austin	PLUG	Sold	8000	2014-06-17	0.08129	0.13624	-0.05571	0.06734	3.56592
104	2014	R	Ga	Scott, Austin	PLUG	Purchased	8000	2014-06-17	0.04766	0.23278	0.05734	0.41305	2.90101
105	2014	R	Ga	Scott, Austin	PLUG	Purchased	32500	2014-06-17	0.10743	0.17066	0.17109	-0.00402	2.70442
106	2014	R	Ga	Scott, Austin	PLUG	Purchased	8000	2014-06-17	0.21257	0.2663	NA	0.09005	2.32415
107	2014	R	Ga	Scott, Austin	PLUG	Purchased	8000	2014-06-17	0.08905	0.42262	1.06312	0.22669	2.2421
